step,time,E_CH,E_kin,E_mag,E_total,dE_total_dt
278,2.790000e-01,9.428640e-01,2.315569e-08,1.297513e+02,1.306941e+02,9.317788e+02
279,2.800000e-01,9.428640e-01,2.308036e-08,1.306864e+02,1.316293e+02,9.351365e+02
280,2.810000e-01,9.428640e-01,2.300780e-08,1.316249e+02,1.325678e+02,9.384942e+02
281,2.820000e-01,9.428640e-01,2.293803e-08,1.325668e+02,1.335096e+02,9.418518e+02
282,2.830000e-01,9.428640e-01,2.287108e-08,1.335120e+02,1.344548e+02,9.452095e+02
283,2.840000e-01,9.428640e-01,2.280701e-08,1.344605e+02,1.354034e+02,9.485671e+02
284,2.850000e-01,9.428640e-01,2.274583e-08,1.354125e+02,1.363553e+02,9.519248e+02
285,2.860000e-01,9.428640e-01,2.268758e-08,1.363677e+02,1.373106e+02,9.552825e+02
286,2.870000e-01,9.428640e-01,2.263229e-08,1.373264e+02,1.382692e+02,9.586401e+02
287,2.880000e-01,9.428640e-01,2.258001e-08,1.382884e+02,1.392312e+02,9.619978e+02
288,2.890000e-01,9.428640e-01,2.253075e-08,1.392537e+02,1.401966e+02,9.653554e+02
289,2.900000e-01,9.428640e-01,2.248456e-08,1.402224e+02,1.411653e+02,9.687131e+02
290,2.910000e-01,9.428640e-01,2.244146e-08,1.411945e+02,1.421374e+02,9.720707e+02
291,2.920000e-01,9.428640e-01,2.240149e-08,1.421699e+02,1.431128e+02,9.754284e+02
292,2.930000e-01,9.428640e-01,2.236467e-08,1.431487e+02,1.440916e+02,9.787860e+02
293,2.940000e-01,9.428640e-01,2.233104e-08,1.441309e+02,1.450737e+02,9.821437e+02
294,2.950000e-01,9.428640e-01,2.230064e-08,1.451164e+02,1.460592e+02,9.855013e+02
295,2.960000e-01,9.428640e-01,2.227349e-08,1.461052e+02,1.470481e+02,9.888590e+02
296,2.970000e-01,9.428640e-01,2.224962e-08,1.470975e+02,1.480403e+02,9.922166e+02
297,2.980000e-01,9.428640e-01,2.222908e-08,1.480930e+02,1.490359e+02,9.955742e+02
298,2.990000e-01,9.428640e-01,2.221190e-08,1.490920e+02,1.500348e+02,9.989319e+02
299,3.000000e-01,9.428640e-01,2.219811e-08,1.500942e+02,1.510371e+02,1.002289e+03
300,3.010000e-01,9.428640e-01,2.218774e-08,1.510999e+02,1.520428e+02,1.005647e+03
301,3.020000e-01,9.428640e-01,2.218084e-08,1.521089e+02,1.530518e+02,1.009005e+03
302,3.030000e-01,9.428640e-01,2.217745e-08,1.531213e+02,1.540641e+02,1.012362e+03
303,3.040000e-01,9.428640e-01,2.217759e-08,1.541370e+02,1.550798e+02,1.015720e+03
304,3.050000e-01,9.428640e-01,2.218132e-08,1.551561e+02,1.560989e+02,1.019078e+03
305,3.060000e-01,9.428640e-01,2.218868e-08,1.561785e+02,1.571214e+02,1.022435e+03
306,3.070000e-01,9.428640e-01,2.219971e-08,1.572043e+02,1.581471e+02,1.025793e+03
307,3.080000e-01,9.428640e-01,2.221446e-08,1.582334e+02,1.591763e+02,1.029150e+03
308,3.090000e-01,9.428640e-01,2.223298e-08,1.592659e+02,1.602088e+02,1.032508e+03
309,3.100000e-01,9.428640e-01,2.225531e-08,1.603018e+02,1.612447e+02,1.035866e+03
310,3.110000e-01,9.428640e-01,2.228151e-08,1.613410e+02,1.622839e+02,1.039223e+03
311,3.120000e-01,9.428640e-01,2.231163e-08,1.623836e+02,1.633265e+02,1.042581e+03
312,3.130000e-01,9.428641e-01,2.234572e-08,1.634296e+02,1.643724e+02,1.045938e+03
313,3.140000e-01,9.428641e-01,2.238385e-08,1.644788e+02,1.654217e+02,1.049296e+03
314,3.150000e-01,9.428641e-01,2.242609e-08,1.655315e+02,1.664744e+02,1.052654e+03
315,3.160000e-01,9.428641e-01,2.247248e-08,1.665875e+02,1.675304e+02,1.056011e+03
316,3.170000e-01,9.428641e-01,2.252309e-08,1.676469e+02,1.685897e+02,1.059369e+03
317,3.180000e-01,9.428641e-01,2.257801e-08,1.687096e+02,1.696525e+02,1.062726e+03
318,3.190000e-01,9.428641e-01,2.263729e-08,1.697757e+02,1.707186e+02,1.066084e+03
319,3.200000e-01,9.428641e-01,2.270103e-08,1.708451e+02,1.717880e+02,1.069442e+03
320,3.210000e-01,9.428641e-01,2.276929e-08,1.719179e+02,1.728608e+02,1.072799e+03
321,3.220000e-01,9.428641e-01,2.284216e-08,1.729941e+02,1.739370e+02,1.076157e+03
322,3.230000e-01,9.428641e-01,2.291973e-08,1.740736e+02,1.750165e+02,1.079514e+03
323,3.240000e-01,9.428641e-01,2.300209e-08,1.751565e+02,1.760993e+02,1.082872e+03
324,3.250000e-01,9.428641e-01,2.308934e-08,1.762427e+02,1.771856e+02,1.086229e+03
325,3.260000e-01,9.428641e-01,2.318157e-08,1.773323e+02,1.782752e+02,1.089587e+03
326,3.270000e-01,9.428641e-01,2.327890e-08,1.784252e+02,1.793681e+02,1.092944e+03
327,3.280000e-01,9.428641e-01,2.338143e-08,1.795215e+02,1.804644e+02,1.096302e+03
328,3.290000e-01,9.428641e-01,2.348928e-08,1.806212e+02,1.815641e+02,1.099660e+03
329,3.300000e-01,9.428641e-01,2.360256e-08,1.817242e+02,1.826671e+02,1.103017e+03
330,3.310000e-01,9.428641e-01,2.372141e-08,1.828306e+02,1.837735e+02,1.106375e+03
331,3.320000e-01,9.428641e-01,2.384596e-08,1.839403e+02,1.848832e+02,1.109732e+03
332,3.330000e-01,9.428641e-01,2.397635e-08,1.850534e+02,1.859963e+02,1.113090e+03
333,3.340000e-01,9.428641e-01,2.411271e-08,1.861699e+02,1.871127e+02,1.116447e+03
334,3.350000e-01,9.428641e-01,2.425521e-08,1.872897e+02,1.882325e+02,1.119805e+03
335,3.360000e-01,9.428642e-01,2.440400e-08,1.884128e+02,1.893557e+02,1.123162e+03
336,3.370000e-01,9.428642e-01,2.455925e-08,1.895393e+02,1.904822e+02,1.126520e+03
337,3.380000e-01,9.428642e-01,2.472114e-08,1.906692e+02,1.916121e+02,1.129877e+03
338,3.390000e-01,9.428642e-01,2.488985e-08,1.918025e+02,1.927453e+02,1.133235e+03
339,3.400000e-01,9.428642e-01,2.506557e-08,1.929390e+02,1.938819e+02,1.136592e+03
340,3.410000e-01,9.428642e-01,2.524851e-08,1.940790e+02,1.950219e+02,1.139950e+03
341,3.420000e-01,9.428642e-01,2.543887e-08,1.952223e+02,1.961652e+02,1.143307e+03
342,3.430000e-01,9.428642e-01,2.563689e-08,1.963690e+02,1.973118e+02,1.146664e+03
343,3.440000e-01,9.428642e-01,2.584278e-08,1.975190e+02,1.984619e+02,1.150022e+03
344,3.450000e-01,9.428642e-01,2.605681e-08,1.986724e+02,1.996152e+02,1.153379e+03
345,3.460000e-01,9.428642e-01,2.627921e-08,1.998291e+02,2.007720e+02,1.156737e+03
346,3.470000e-01,9.428642e-01,2.651027e-08,2.009892e+02,2.019321e+02,1.160094e+03
347,3.480000e-01,9.428642e-01,2.675025e-08,2.021527e+02,2.030955e+02,1.163452e+03
348,3.490000e-01,9.428642e-01,2.699948e-08,2.033195e+02,2.042623e+02,1.166809e+03
349,3.500000e-01,9.428642e-01,2.725825e-08,2.044896e+02,2.054325e+02,1.170167e+03
350,3.510000e-01,9.428642e-01,2.752690e-08,2.056632e+02,2.066060e+02,1.173524e+03
351,3.520000e-01,9.428642e-01,2.780577e-08,2.068400e+02,2.077829e+02,1.176881e+03
352,3.530000e-01,9.428642e-01,2.809522e-08,2.080203e+02,2.089631e+02,1.180239e+03
353,3.540000e-01,9.428643e-01,2.839564e-08,2.092039e+02,2.101467e+02,1.183596e+03
354,3.550000e-01,9.428643e-01,2.870743e-08,2.103908e+02,2.113337e+02,1.186953e+03
355,3.560000e-01,9.428643e-01,2.903101e-08,2.115811e+02,2.125240e+02,1.190311e+03
356,3.570000e-01,9.428643e-01,2.936682e-08,2.127748e+02,2.137177e+02,1.193668e+03
357,3.580000e-01,9.428643e-01,2.971534e-08,2.139718e+02,2.149147e+02,1.197025e+03
358,3.590000e-01,9.428643e-01,3.007707e-08,2.151722e+02,2.161151e+02,1.200383e+03
359,3.600000e-01,9.428643e-01,3.045251e-08,2.163759e+02,2.173188e+02,1.203740e+03
360,3.610000e-01,9.428643e-01,3.084223e-08,2.175830e+02,2.185259e+02,1.207097e+03
361,3.620000e-01,9.428643e-01,3.124680e-08,2.187935e+02,2.197364e+02,1.210455e+03
362,3.630000e-01,9.428643e-01,3.166684e-08,2.200073e+02,2.209502e+02,1.213812e+03
363,3.640000e-01,9.428643e-01,3.210300e-08,2.212245e+02,2.221673e+02,1.217169e+03
364,3.650000e-01,9.428643e-01,3.255595e-08,2.224450e+02,2.233879e+02,1.220527e+03
365,3.660000e-01,9.428643e-01,3.302643e-08,2.236689e+02,2.246118e+02,1.223884e+03
366,3.670000e-01,9.428644e-01,3.351520e-08,2.248961e+02,2.258390e+02,1.227241e+03
367,3.680000e-01,9.428644e-01,3.402307e-08,2.261267e+02,2.270696e+02,1.230598e+03
368,3.690000e-01,9.428644e-01,3.455088e-08,2.273607e+02,2.283036e+02,1.233955e+03
369,3.700000e-01,9.428644e-01,3.509956e-08,2.285980e+02,2.295409e+02,1.237313e+03
370,3.710000e-01,9.428644e-01,3.567007e-08,2.298387e+02,2.307815e+02,1.240670e+03
371,3.720000e-01,9.428644e-01,3.626342e-08,2.310827e+02,2.320256e+02,1.244027e+03
372,3.730000e-01,9.428644e-01,3.688069e-08,2.323301e+02,2.332729e+02,1.247384e+03
373,3.740000e-01,9.428644e-01,3.752304e-08,2.335808e+02,2.345237e+02,1.250741e+03
374,3.750000e-01,9.428644e-01,3.819169e-08,2.348349e+02,2.357778e+02,1.254098e+03
375,3.760000e-01,9.428644e-01,3.888793e-08,2.360924e+02,2.370352e+02,1.257455e+03
376,3.770000e-01,9.428644e-01,3.961315e-08,2.373532e+02,2.382961e+02,1.260812e+03
377,3.780000e-01,9.428645e-01,4.036881e-08,2.386174e+02,2.395602e+02,1.264169e+03
378,3.790000e-01,9.428645e-01,4.115649e-08,2.398849e+02,2.408277e+02,1.267526e+03
379,3.800000e-01,9.428645e-01,4.197784e-08,2.411558e+02,2.420986e+02,1.270883e+03
380,3.810000e-01,9.428645e-01,4.283464e-08,2.424300e+02,2.433729e+02,1.274240e+03
381,3.820000e-01,9.428645e-01,4.372880e-08,2.437076e+02,2.446505e+02,1.277597e+03
382,3.830000e-01,9.428645e-01,4.466233e-08,2.449886e+02,2.459314e+02,1.280954e+03
383,3.840000e-01,9.428645e-01,4.563740e-08,2.462729e+02,2.472157e+02,1.284311e+03
384,3.850000e-01,9.428645e-01,4.665632e-08,2.475605e+02,2.485034e+02,1.287668e+03
385,3.860000e-01,9.428645e-01,4.772158e-08,2.488516e+02,2.497944e+02,1.291025e+03
386,3.870000e-01,9.428646e-01,4.883583e-08,2.501459e+02,2.510888e+02,1.294382e+03
387,3.880000e-01,9.428646e-01,5.000192e-08,2.514437e+02,2.523865e+02,1.297738e+03
388,3.890000e-01,9.428646e-01,5.122289e-08,2.527448e+02,2.536876e+02,1.301095e+03
389,3.900000e-01,9.428646e-01,5.250203e-08,2.540492e+02,2.549921e+02,1.304452e+03
390,3.910000e-01,9.428646e-01,5.384286e-08,2.553570e+02,2.562999e+02,1.307809e+03
391,3.920000e-01,9.428646e-01,5.524916e-08,2.566682e+02,2.576111e+02,1.311165e+03
392,3.930000e-01,9.428646e-01,5.672502e-08,2.579827e+02,2.589256e+02,1.314522e+03
393,3.940000e-01,9.428647e-01,5.827482e-08,2.593006e+02,2.602435e+02,1.317878e+03
394,3.950000e-01,9.428647e-01,5.990330e-08,2.606218e+02,2.615647e+02,1.321235e+03
395,3.960000e-01,9.428647e-01,6.161558e-08,2.619464e+02,2.628893e+02,1.324591e+03
396,3.970000e-01,9.428647e-01,6.341719e-08,2.632744e+02,2.642172e+02,1.327948e+03
397,3.980000e-01,9.428647e-01,6.531409e-08,2.646057e+02,2.655485e+02,1.331304e+03
398,3.990000e-01,9.428647e-01,6.731276e-08,2.659403e+02,2.668832e+02,1.334660e+03
399,4.000000e-01,9.428647e-01,6.942021e-08,2.672784e+02,2.682212e+02,1.338017e+03
400,4.010000e-01,9.428648e-01,7.164404e-08,2.686197e+02,2.695626e+02,1.341373e+03
401,4.020000e-01,9.428648e-01,7.399251e-08,2.699645e+02,2.709073e+02,1.344729e+03
402,4.030000e-01,9.428648e-01,7.647460e-08,2.713125e+02,2.722554e+02,1.348085e+03
403,4.040000e-01,9.428648e-01,7.910007e-08,2.726640e+02,2.736069e+02,1.351441e+03
404,4.050000e-01,9.428648e-01,8.187957e-08,2.740188e+02,2.749616e+02,1.354797e+03
405,4.060000e-01,9.428649e-01,8.482471e-08,2.753769e+02,2.763198e+02,1.358153e+03
406,4.070000e-01,9.428649e-01,8.794815e-08,2.767384e+02,2.776813e+02,1.361509e+03
407,4.080000e-01,9.428649e-01,9.126377e-08,2.781033e+02,2.790462e+02,1.364865e+03
408,4.090000e-01,9.428649e-01,9.478673e-08,2.794715e+02,2.804144e+02,1.368220e+03
409,4.100000e-01,9.428649e-01,9.853366e-08,2.808431e+02,2.817860e+02,1.371576e+03
410,4.110000e-01,9.428650e-01,1.025228e-07,2.822180e+02,2.831609e+02,1.374931e+03
411,4.120000e-01,9.428650e-01,1.067742e-07,2.835963e+02,2.845392e+02,1.378287e+03
412,4.130000e-01,9.428650e-01,1.113099e-07,2.849780e+02,2.859208e+02,1.381642e+03
413,4.140000e-01,9.428650e-01,1.161541e-07,2.863630e+02,2.873058e+02,1.384997e+03
414,4.150000e-01,9.428651e-01,1.213338e-07,2.877513e+02,2.886942e+02,1.388352e+03
415,4.160000e-01,9.428651e-01,1.268784e-07,2.891430e+02,2.900859e+02,1.391707e+03
416,4.170000e-01,9.428651e-01,1.328207e-07,2.905381e+02,2.914809e+02,1.395062e+03
417,4.180000e-01,9.428652e-01,1.391969e-07,2.919365e+02,2.928794e+02,1.398416e+03
418,4.190000e-01,9.428652e-01,1.460474e-07,2.933383e+02,2.942811e+02,1.401771e+03
419,4.200000e-01,9.428652e-01,1.534166e-07,2.947434e+02,2.956863e+02,1.405125e+03
420,4.210000e-01,9.428653e-01,1.613544e-07,2.961519e+02,2.970947e+02,1.408479e+03
421,4.220000e-01,9.428653e-01,1.699160e-07,2.975637e+02,2.985066e+02,1.411833e+03
422,4.230000e-01,9.428653e-01,1.791632e-07,2.989789e+02,2.999218e+02,1.415187e+03
423,4.240000e-01,9.428654e-01,1.891650e-07,3.003974e+02,3.013403e+02,1.418541e+03
424,4.250000e-01,9.428654e-01,1.999986e-07,3.018193e+02,3.027622e+02,1.421894e+03
425,4.260000e-01,9.428654e-01,2.117504e-07,3.032446e+02,3.041874e+02,1.425247e+03
426,4.270000e-01,9.428655e-01,2.245177e-07,3.046732e+02,3.056160e+02,1.428600e+03
427,4.280000e-01,9.428655e-01,2.384094e-07,3.061051e+02,3.070480e+02,1.431953e+03
428,4.290000e-01,9.428656e-01,2.535484e-07,3.075404e+02,3.084833e+02,1.435305e+03
429,4.300000e-01,9.428656e-01,2.700731e-07,3.089791e+02,3.099220e+02,1.438657e+03
430,4.310000e-01,9.428657e-01,2.881400e-07,3.104211e+02,3.113640e+02,1.442009e+03
431,4.320000e-01,9.428657e-01,3.079255e-07,3.118665e+02,3.128093e+02,1.445361e+03
432,4.330000e-01,9.428658e-01,3.296297e-07,3.133152e+02,3.142580e+02,1.448712e+03
433,4.340000e-01,9.428658e-01,3.534793e-07,3.147672e+02,3.157101e+02,1.452063e+03
434,4.350000e-01,9.428659e-01,3.797314e-07,3.162227e+02,3.171655e+02,1.455414e+03
435,4.360000e-01,9.428660e-01,4.086782e-07,3.176814e+02,3.186243e+02,1.458764e+03
436,4.370000e-01,9.428660e-01,4.406519e-07,3.191435e+02,3.200864e+02,1.462114e+03
437,4.380000e-01,9.428661e-01,4.760307e-07,3.206090e+02,3.215519e+02,1.465463e+03
438,4.390000e-01,9.428662e-01,5.152452e-07,3.220778e+02,3.230207e+02,1.468812e+03
439,4.400000e-01,9.428663e-01,5.587863e-07,3.235500e+02,3.244928e+02,1.472161e+03
440,4.410000e-01,9.428664e-01,6.072134e-07,3.250255e+02,3.259683e+02,1.475509e+03
441,4.420000e-01,9.428665e-01,6.611645e-07,3.265043e+02,3.274472e+02,1.478857e+03
442,4.430000e-01,9.428665e-01,7.213665e-07,3.279865e+02,3.289294e+02,1.482204e+03
443,4.440000e-01,9.428667e-01,7.886477e-07,3.294721e+02,3.304150e+02,1.485551e+03
444,4.450000e-01,9.428668e-01,8.639505e-07,3.309610e+02,3.319038e+02,1.488897e+03
445,4.460000e-01,9.428669e-01,9.483458e-07,3.324532e+02,3.333961e+02,1.492243e+03
446,4.470000e-01,9.428670e-01,1.043048e-06,3.339488e+02,3.348917e+02,1.495589e+03
447,4.480000e-01,9.428671e-01,1.149431e-06,3.354477e+02,3.363906e+02,1.498934e+03
448,4.490000e-01,9.428673e-01,1.269043e-06,3.369500e+02,3.378929e+02,1.502279e+03
449,4.500000e-01,9.428674e-01,1.403621e-06,3.384556e+02,3.393985e+02,1.505624e+03
450,4.510000e-01,9.428676e-01,1.555105e-06,3.399646e+02,3.409075e+02,1.508969e+03
451,4.520000e-01,9.428678e-01,1.725643e-06,3.414769e+02,3.424198e+02,1.512314e+03
452,4.530000e-01,9.428680e-01,1.917600e-06,3.429926e+02,3.439355e+02,1.515659e+03
453,4.540000e-01,9.428682e-01,2.133550e-06,3.445116e+02,3.454545e+02,1.519004e+03
454,4.550000e-01,9.428684e-01,2.376260e-06,3.460339e+02,3.469768e+02,1.522350e+03
455,4.560000e-01,9.428687e-01,2.648662e-06,3.475596e+02,3.485025e+02,1.525697e+03
456,4.570000e-01,9.428689e-01,2.953804e-06,3.490887e+02,3.500316e+02,1.529045e+03
457,4.580000e-01,9.428692e-01,3.294783e-06,3.506211e+02,3.515640e+02,1.532394e+03
458,4.590000e-01,9.428695e-01,3.674650e-06,3.521568e+02,3.530997e+02,1.535744e+03
459,4.600000e-01,9.428698e-01,4.096292e-06,3.536959e+02,3.546388e+02,1.539097e+03
460,4.610000e-01,9.428702e-01,4.562288e-06,3.552384e+02,3.561812e+02,1.542452e+03
461,4.620000e-01,9.428706e-01,5.074742e-06,3.567842e+02,3.577271e+02,1.545809e+03
462,4.630000e-01,9.428710e-01,5.635103e-06,3.583333e+02,3.592762e+02,1.549169e+03
463,4.640000e-01,9.428715e-01,6.243970e-06,3.598859e+02,3.608288e+02,1.552532e+03
464,4.650000e-01,9.428719e-01,6.900914e-06,3.614418e+02,3.623847e+02,1.555898e+03
465,4.660000e-01,9.428725e-01,7.604310e-06,3.630010e+02,3.639439e+02,1.559268e+03
466,4.670000e-01,9.428730e-01,8.351215e-06,3.645637e+02,3.655066e+02,1.562641e+03
467,4.680000e-01,9.428737e-01,9.137297e-06,3.661297e+02,3.670726e+02,1.566018e+03
468,4.690000e-01,9.428743e-01,9.956820e-06,3.676991e+02,3.686420e+02,1.569398e+03
469,4.700000e-01,9.428750e-01,1.080271e-05,3.692719e+02,3.702148e+02,1.572781e+03
470,4.710000e-01,9.428758e-01,1.166666e-05,3.708480e+02,3.717909e+02,1.576166e+03
471,4.720000e-01,9.428765e-01,1.253938e-05,3.724276e+02,3.733705e+02,1.579555e+03
472,4.730000e-01,9.428774e-01,1.341076e-05,3.740105e+02,3.749534e+02,1.582945e+03
473,4.740000e-01,9.428783e-01,1.427019e-05,3.755969e+02,3.765398e+02,1.586338e+03
474,4.750000e-01,9.428792e-01,1.510687e-05,3.771866e+02,3.781295e+02,1.589732e+03
475,4.760000e-01,9.428802e-01,1.591006e-05,3.787797e+02,3.797226e+02,1.593127e+03
476,4.770000e-01,9.428812e-01,1.666939e-05,3.803762e+02,3.813191e+02,1.596524e+03
477,4.780000e-01,9.428823e-01,1.737512e-05,3.819762e+02,3.829191e+02,1.599921e+03
478,4.790000e-01,9.428834e-01,1.801840e-05,3.835795e+02,3.845224e+02,1.603318e+03
479,4.800000e-01,9.428846e-01,1.859142e-05,3.851862e+02,3.861291e+02,1.606715e+03
480,4.810000e-01,9.428858e-01,1.908765e-05,3.867963e+02,3.877392e+02,1.610112e+03
481,4.820000e-01,9.428871e-01,1.950190e-05,3.884098e+02,3.893527e+02,1.613509e+03
482,4.830000e-01,9.428884e-01,1.983052e-05,3.900267e+02,3.909696e+02,1.616906e+03
483,4.840000e-01,9.428897e-01,2.007136e-05,3.916470e+02,3.925899e+02,1.620301e+03
484,4.850000e-01,9.428911e-01,2.022390e-05,3.932707e+02,3.942136e+02,1.623696e+03
485,4.860000e-01,9.428925e-01,2.028918e-05,3.948978e+02,3.958407e+02,1.627089e+03
486,4.870000e-01,9.428939e-01,2.026979e-05,3.965283e+02,3.974712e+02,1.630481e+03
487,4.880000e-01,9.428954e-01,2.016980e-05,3.981621e+02,3.991051e+02,1.633871e+03
488,4.890000e-01,9.428969e-01,1.999465e-05,3.997994e+02,4.007423e+02,1.637259e+03
489,4.900000e-01,9.428984e-01,1.975101e-05,4.014400e+02,4.023830e+02,1.640644e+03
490,4.910000e-01,9.428999e-01,1.944665e-05,4.030841e+02,4.040270e+02,1.644027e+03
491,4.920000e-01,9.429015e-01,1.909028e-05,4.047315e+02,4.056744e+02,1.647406e+03
492,4.930000e-01,9.429031e-01,1.869139e-05,4.063823e+02,4.073252e+02,1.650782e+03
493,4.940000e-01,9.429047e-01,1.826007e-05,4.080364e+02,4.089793e+02,1.654153e+03
494,4.950000e-01,9.429063e-01,1.780692e-05,4.096939e+02,4.106369e+02,1.657520e+03
495,4.960000e-01,9.429079e-01,1.734293e-05,4.113548e+02,4.122977e+02,1.660882e+03
496,4.970000e-01,9.429095e-01,1.687941e-05,4.130190e+02,4.139620e+02,1.664238e+03
497,4.980000e-01,9.429111e-01,1.642798e-05,4.146866e+02,4.156296e+02,1.667588e+03
498,4.990000e-01,9.429128e-01,1.600068e-05,4.163576e+02,4.173005e+02,1.670931e+03
499,5.000000e-01,9.429145e-01,1.561009e-05,4.180318e+02,4.189748e+02,1.674267e+03
